nazwa;teryt;srodek;bb;
m.Białystok;2061;53.1324886 23.1688403;53.1885513 23.2471711 53.0666992 23.0649605
m.Bielsko-Biała;2461;49.8223768 19.0583845;49.8877222 19.1300201 49.7366781 18.9445044
m.Bydgoszcz;0461;53.1234804 18.0084378;53.2094777 18.1985436 53.0418966 17.8738706
m.Bytom;2462;50.3483816 18.9157175;50.4135476 18.9649573 50.3166378 18.7883618
m.Chełm;0662;51.1431232 23.4711986;51.1678962 23.5593773 51.1032703 23.420034
m.Chorzów;2463;50.2974884 18.9545728;50.3378399 19.0069138 50.2390432 18.9192347
m.Częstochowa;2464;50.8118195 19.1203094;50.889333 19.2351065 50.7293083 19.0104358
m.Dąbrowa Górnicza;2465;50.3216897 19.1949126;50.4477806 19.4942862 50.2915548 19.1552295
m.Elbląg;2861;54.1560613 19.4044897;54.2632277 19.5100232 54.1343691 19.3593701
m.Gdańsk;2261;54.3520252 18.6466384;54.4472188 18.9482841 54.2749559 18.4287748
m.Gdynia;2262;54.5188898 18.5305409;54.5846733 18.5690511 54.422913 18.3577425
m.Gliwice;2466;50.2944923 18.6713802;50.3752324 18.7546441 50.2272469 18.5445885
m.Gorzów Wielkopolski;0861;52.7325285 15.2369305;52.778143 15.3128055 52.6845128 15.1236655
m.Grudziądz;0462;53.4837486 18.753565;53.5241893 18.8707562 53.4207959 18.6945624
m.Jastrzębie-Zdrój;2467;49.9454207 18.6101103;50.023654 18.6867324 49.8965761 18.5138197
m.Jaworzno;2468;50.204987 19.2739314;50.2609912 19.4416729 50.122782 19.1608498
m.Jelenia Góra;0261;50.9044171 15.7193616;50.9324181 15.8749908 50.7669173 15.5779991
m.Kalisz;3061;51.7672799 18.0853462;51.7936859 18.1577838 51.7006782 17.9963248
m.Katowice;2469;50.2648919 19.0237815;50.2973176 19.122919 50.1300272 18.8914664
m.Kielce;2661;50.8660773 20.6285677;50.9147837 20.7208681 50.7932963 20.5104146
m.Konin;3062;52.2230334 18.2510729;52.3286959 18.3324159 52.1822806 18.1923234
m.Koszalin;3261;54.1943219 16.1714908;54.2769933 16.3239339 54.1374471 16.1100708
m.Kraków;1261;50.0646501 19.9449799;50.1261259 20.2174976 49.9674054 19.7922485
m.Krosno;1861;49.6824761 21.7660531;49.7327295 21.8113959 49.6465801 21.6921313
m.Legnica;0262;51.2070067 16.1553231;51.2489915 16.2330988 51.1603912 16.0875623
m.Leszno;3063;51.8419861 16.5937545;51.881439 16.6239259 51.8066771 16.5272701
m.Lublin;0663;51.2464536 22.5684463;51.2964846 22.6735312 51.1397334 22.4540091
m.Łomża;2062;53.1781197 22.0590321;53.1926566 22.1051914 53.1458117 22.0112514
m.Łódź;1061;51.7592485 19.4559833;51.8601374 19.6399235 51.6860984 19.3212617
m.Mysłowice;2470;50.2080466 19.1660513;50.2669305 19.2392299 50.1530394 19.0683751
m.Nowy Sącz;1262;49.6174535 20.7153326;49.6579511 20.7621654 49.55641 20.6469789
m.Olsztyn;2862;53.778422 20.4801193;53.8289417 20.5660418 53.7230797 20.3653558
m.Opole;1661;50.6751067 17.9212976;50.7249448 18.0330543 50.5872782 17.8283188
m.Ostrołęka;1461;53.0876544 21.5592554;53.1113032 21.6424378 53.0434227 21.5357874
m.Piekary Śląskie;2471;50.3789108 18.9270475;50.4209964 19.0411893 50.3305827 18.9148086
m.Piotrków Trybunalski;1062;51.4051721 19.7030244;51.45293 19.8103543 51.3729639 19.622871
m.Płock;1462;52.5463446 19.7065364;52.5970681 19.8059041 52.4737442 19.624188
m.Poznań;3064;52.406374 16.9251681;52.509141 17.0716593 52.2919161 16.7316723
m.Przemyśl;1862;49.7838623 22.7677908;49.8205851 22.8553723 49.7465209 22.7127414
m.Radom;1463;51.4027236 21.1471333;51.4814862 21.2585886 51.3486449 21.0493592
m.Ruda Śląska;2472;50.2558286 18.8555704;50.3315991 18.956102 50.2084421 18.7912491
m.Rybnik;2473;50.1021742 18.5462847;50.1838315 18.6567983 50.0354066 18.4417364
m.Rzeszów;1863;50.0411867 21.9991196;50.078273 22.0941863 49.9325869 21.8827237
m.Siedlce;1464;52.1676031 22.2901645;52.1958223 22.332724 52.1274696 22.2207208
m.Siemianowice Śląskie;2474;50.3264314 19.0295714;50.3498807 19.0615134 50.2756467 18.985562
m.Skierniewice;1063;51.9547169 20.1583303;51.993307 20.2334071 51.9232019 20.1049414
m.Słupsk;2263;54.464148 17.0284824;54.4984131 17.1050763 54.4227902 16.9511949
m.Sopot;2264;54.441581 18.5600956;54.4639775 18.5909821 54.4198742 18.5042107
m.Sosnowiec;2475;50.2862638 19.1040791;50.3171831 19.3179559 50.225614 19.0717961
m.Suwałki;2063;54.1115218 22.9307881;54.1648911 22.9945758 54.0405359 22.8636798
m.Szczecin;3262;53.4285438 14.5528116;53.5376599 14.8061335 53.3217326 14.4431137
m.Świętochłowice;2476;50.2964328 18.9171297;50.3247743 18.936312 50.2708341 18.8828955
m.Świnoujście;3263;53.9100327 14.2475775;53.9315572 14.4188813 53.8033239 14.185101
m.Tarnobrzeg;1864;50.5729079 21.6790698;50.655239 21.7961309 50.5129169 21.6032375
m.Tarnów;1263;50.0121011 20.9858407;50.0665457 21.0623702 49.9857418 20.891442
m.Toruń;0463;53.0137902 18.5984437;53.0655486 18.7408869 52.9612365 18.464227
m.Tychy;2477;50.1218007 19.0200022;50.1757713 19.0910077 50.0785199 18.9256509
m.Wałbrzych;0265;50.7840092 16.2843553;50.8543347 16.356594 50.7177512 16.22695
m.Warszawa;1465;52.2296756 21.0122287;52.3679992 21.2710983 52.0978767 20.8512898
m.Włocławek;0464;52.6483303 19.0677357;52.7360355 19.1806421 52.594676 18.937535
m.Wrocław;0264;51.1078852 17.0385376;51.2114736 17.1763478 51.0426822 16.8073801
m.Zabrze;2478;50.3249278 18.7857186;50.3841557 18.8623359 50.245725 18.7309648
m.Zamość;0664;50.7230879 23.2519686;50.7503649 23.3067911 50.6924001 23.190234
m.Zielona Góra;0862;51.9356214 15.5061862;51.9867939 15.585374 51.888703 15.4381793
m.Żory;2479;50.0447236 18.7006401;50.0813571 18.776218 49.996299 18.6020288
